Time(Seconds), Inputs 
0.0, 0.07247872650623322 
1.0, 0.2892095148563385 
2.0, 0.3288373053073883 
3.0, 0.36073046922683716 
4.0, 0.3859243094921112 
5.0, 0.4106482267379761 
6.0, 0.43506312370300293 
7.0, 0.4544925391674042 
8.0, 0.4730009138584137 
9.0, 0.4909936785697937 
10.0, 0.5085204839706421 
11.0, 0.5261565446853638 
12.0, 0.5415562391281128 
13.0, 0.5569548606872559 
14.0, 0.5719074606895447 
15.0, 0.5858466029167175 
16.0, 0.599784791469574 
17.0, 0.6150543093681335 
18.0, 0.6271942257881165 
19.0, 0.6393340826034546 
20.0, 0.6514739990234375 
21.0, 0.6619427800178528 
22.0, 0.6720787286758423 
23.0, 0.681804358959198 
24.0, 0.6914684176445007 
25.0, 0.7006614804267883 
26.0, 0.709358811378479 
27.0, 0.7180561423301697 
28.0, 0.7267534732818604 
29.0, 0.7352590560913086 
30.0, 0.7432579398155212 
31.0, 0.7507928609848022 
32.0, 0.7583277225494385 
33.0, 0.7658636569976807 
34.0, 0.7733776569366455 
35.0, 0.7804237604141235 
36.0, 0.7866958975791931 
37.0, 0.7926937937736511 
38.0, 0.7986917495727539 
39.0, 0.8046906590461731 
40.0, 0.81048983335495 
41.0, 0.8150461316108704 
42.0, 0.8196024894714355 
43.0, 0.8241598010063171 
44.0, 0.8289178013801575 
45.0, 0.8337354063987732 
46.0, 0.8384029865264893 
47.0, 0.8425579071044922 
48.0, 0.8467128276824951 
49.0, 0.8508687615394592 
50.0, 0.8550236821174622 
51.0, 0.8591786026954651 
52.0, 0.8642793297767639 
53.0, 0.8697804808616638 
54.0, 0.8734217882156372 
55.0, 0.877064049243927 
56.0, 0.8807052969932556 
57.0, 0.8843476176261902 
58.0, 0.8877742886543274 
59.0, 0.8908860087394714 
60.0, 0.8939977288246155 
61.0, 0.8971094489097595 
62.0, 0.9002211689949036 
63.0, 0.9033328890800476 
64.0, 0.9071062803268433 
65.0, 0.9113566279411316 
66.0, 0.9140589833259583 
67.0, 0.9167613983154297 
68.0, 0.9194637537002563 
69.0, 0.922167181968689 
70.0, 0.9249559640884399 
71.0, 0.927808403968811 
72.0, 0.930659830570221 
73.0, 0.9335122108459473 
74.0, 0.9363646507263184 
75.0, 0.9392170906066895 
76.0, 0.9422622323036194 
77.0, 0.9454037547111511 
78.0, 0.948546290397644 
79.0, 0.9516878128051758 
80.0, 0.9548303484916687 
81.0, 0.955498993396759 
82.0, 0.95747309923172 
83.0, 0.9600661993026733 
84.0, 0.9626603126525879 
85.0, 0.9652544260025024 
86.0, 0.9678484797477722 
87.0, 0.9704425930976868 
88.0, 0.9728032350540161 
89.0, 0.9751241207122803 
90.0, 0.9774449467658997 
91.0, 0.9797658324241638 
92.0, 0.9820857048034668 
93.0, 0.984406590461731 
94.0, 0.987599790096283 
95.0, 0.9908844232559204 
96.0, 0.9941679835319519 
97.0, 0.9974526166915894 
98.0, 0.9990571141242981 
99.0, 0.9999563097953796 
100.0, 0.3565442707557092 
