Time(Seconds), Inputs 
0.0, 0.1001027300953865 
1.0, 0.2304086536169052 
2.0, 0.2805548906326294 
3.0, 0.3225651681423187 
4.0, 0.357649564743042 
5.0, 0.3886793553829193 
6.0, 0.4163232445716858 
7.0, 0.44361141324043274 
8.0, 0.4680531620979309 
9.0, 0.4916861653327942 
10.0, 0.5110191702842712 
11.0, 0.5312145948410034 
12.0, 0.5489311814308167 
13.0, 0.5660317540168762 
14.0, 0.5813419818878174 
15.0, 0.5952423810958862 
16.0, 0.6091418266296387 
17.0, 0.622974693775177 
18.0, 0.6336531043052673 
19.0, 0.6443325281143188 
20.0, 0.6550616025924683 
21.0, 0.6651270389556885 
22.0, 0.6743717789649963 
23.0, 0.683616578578949 
24.0, 0.691581666469574 
25.0, 0.6993520259857178 
26.0, 0.7058735489845276 
27.0, 0.7117879986763 
28.0, 0.7183572053909302 
29.0, 0.7249253988265991 
30.0, 0.7314935922622681 
31.0, 0.7377736568450928 
32.0, 0.7440447807312012 
33.0, 0.7481291890144348 
34.0, 0.7523496747016907 
35.0, 0.7571653127670288 
36.0, 0.7619809508323669 
37.0, 0.7667289972305298 
38.0, 0.7706702947616577 
39.0, 0.7746126055717468 
40.0, 0.7785549163818359 
41.0, 0.7844664454460144 
42.0, 0.7897152304649353 
43.0, 0.7935283780097961 
44.0, 0.7972838878631592 
45.0, 0.8007811307907104 
46.0, 0.8042793273925781 
47.0, 0.8077775239944458 
48.0, 0.8112806677818298 
49.0, 0.8147858381271362 
50.0, 0.8182899951934814 
51.0, 0.8224797248840332 
52.0, 0.8284379243850708 
53.0, 0.8322699069976807 
54.0, 0.8354204297065735 
55.0, 0.8388649821281433 
56.0, 0.8423641324043274 
57.0, 0.8458643555641174 
58.0, 0.8493655323982239 
59.0, 0.8528667092323303 
60.0, 0.8563678860664368 
61.0, 0.8598700761795044 
62.0, 0.864757239818573 
63.0, 0.8697447180747986 
64.0, 0.8729468584060669 
65.0, 0.8752041459083557 
66.0, 0.8782622218132019 
67.0, 0.8813193440437317 
68.0, 0.8843923211097717 
69.0, 0.8878994584083557 
70.0, 0.8914076089859009 
71.0, 0.8949147462844849 
72.0, 0.8984238505363464 
73.0, 0.9019349813461304 
74.0, 0.9054450988769531 
75.0, 0.9099408388137817 
76.0, 0.9159735441207886 
77.0, 0.9186063408851624 
78.0, 0.9212391972541809 
79.0, 0.924774169921875 
80.0, 0.9287105202674866 
81.0, 0.9326478838920593 
82.0, 0.9367948174476624 
83.0, 0.941620409488678 
84.0, 0.94644695520401 
85.0, 0.9512724876403809 
86.0, 0.9553409814834595 
87.0, 0.9576271176338196 
88.0, 0.958951473236084 
89.0, 0.9608709812164307 
90.0, 0.9639429450035095 
91.0, 0.9670149087905884 
92.0, 0.9700878858566284 
93.0, 0.9747316241264343 
94.0, 0.9795542359352112 
95.0, 0.9843778014183044 
96.0, 0.9892987012863159 
97.0, 0.9943398833274841 
98.0, 0.9991087913513184 
99.0, 0.9991087913513184 
100.0, 0.6111421016100392 
