Time(Seconds), StateOfCharge
0.0, 1.0
1.0, 1.0
2.0, 1.0
3.0, 1.0
4.0, 0.5706819660660963
5.0, 0.7578828545365286
6.0, 0.9362792084045933
7.0, 1.0
8.0, 0.9675432791147994
9.0, 0.2915366666666667
10.0, 0.6353060782320294
11.0, 0.29230279165065953
12.0, 0.8393290819162699
13.0, 0.9750545524947448
14.0, 0.2951310318230105
15.0, 0.9032712322628828
16.0, 0.7164851946894125
17.0, 0.38266534365924487
18.0, 0.2930433333333333
19.0, 0.4152633333333333
20.0, 0.13768333333333338
21.0, 0.07904922690494331
22.0, 0.738874601131963
23.0, 0.13895000000000005
24.0, 0.2725866666666666
25.0, 0.1394666666666667
26.0, 0.8811266311516995
27.0, 1.0
28.0, 0.727808693814829
29.0, 0.13032666666666662
30.0, 0.5618333333333333
31.0, 0.9397693522930316
32.0, 0.6243610132623051
33.0, 0.8958244761113417
34.0, 1.0
35.0, 0.2190533333333334
36.0, 0.9514541424309596
37.0, 0.17948333333333336
38.0, 0.25625485275076537
39.0, 0.6505816568273437
40.0, 1.0
41.0, 0.7637441067302959
42.0, 0.6150400180423996
43.0, 1.0
44.0, 0.5883932378208206
45.0, 0.9931655211243755
46.0, 0.29005666666666663
47.0, 1.0
48.0, 0.22413666666666673
49.0, 0.9849071451338565
50.0, 0.13895000000000005
51.0, 0.4083414977692798
52.0, 0.7193939973177875
53.0, 0.13782467905418103
54.0, 1.0
55.0, 0.5266551630434783
56.0, 0.4583254760502436
57.0, 0.21760999999999994
58.0, 1.0
59.0, 0.6564594012408022
60.0, 0.18715982963625036
61.0, 0.7600315656646919
62.0, 0.24918846188140886
63.0, 1.0
64.0, 0.6194462334303266
65.0, 0.13768333333333338
66.0, 0.9989034444775353
67.0, 0.7181795234896327
68.0, 1.0
69.0, 0.7366044981320051
70.0, 0.7124278684786108
71.0, 1.0
72.0, 0.21800666666666668
73.0, 0.9926103517518349
74.0, 0.13032666666666662
75.0, 0.55758528606075
76.0, 0.8772381861234472
77.0, 0.2838445407858232
78.0, 0.8166878669601786
79.0, 0.7274054117610234
80.0, 1.0
81.0, 0.5041765139348895
82.0, 0.06282221571849883
83.0, 0.704885962958166
84.0, 0.8428555685235771
85.0, 0.8736766666666668
86.0, 0.13768333333333338
87.0, 0.834906594497068
88.0, 0.3853997791240213
89.0, 0.9514541424309596
90.0, 0.7279447864701812
91.0, 0.20970000000000008
92.0, 0.13768333333333338
93.0, 0.8136841841570751
94.0, 0.38271775546619435
95.0, 0.28618999999999994
96.0, 0.7219294473721929
97.0, 0.8474479083293315
98.0, 1.0
99.0, 0.996721843659067
100.0, 0.22408666666666668
101.0, 0.28863666666666665
102.0, 0.29714270476393645
103.0, 1.0
104.0, 1.0
105.0, 0.20970000000000008
106.0, 0.19295999999999994
107.0, 0.9050679324275677
108.0, 1.0
109.0, 0.649489151217585
110.0, 0.30155729857819896
111.0, 1.0
112.0, 0.2352080004491957
113.0, 0.968119887884464
114.0, 0.8343888524096532
115.0, 0.8293684111117682
116.0, 0.9780608644483957
117.0, 0.7686516583429377
118.0, 0.14728
119.0, 0.13917666666666673
120.0, 0.21800666666666668
121.0, 0.2725866666666666
122.0, 0.32183765366767075
123.0, 0.80441
124.0, 0.14728
125.0, 0.9657067546829157
126.0, 0.2930433333333333
127.0, 0.13917666666666673
128.0, 0.8736766666666668
129.0, 1.0
130.0, 1.0
131.0, 0.21887999999999996
132.0, 0.2190533333333334
133.0, 0.9083498322886668
134.0, 0.13737666666666662
135.0, 0.2915366666666667
136.0, 0.8283699091959383
137.0, 1.0
138.0, 0.6946898428064351
139.0, 0.21800666666666668
140.0, 0.5531793767352384
141.0, 0.21141333333333337
142.0, 1.0
143.0, 0.19050184299082643
144.0, 0.9863357617268577
145.0, 1.0
146.0, 0.5872201399924329
147.0, 0.29761333333333334
148.0, 0.4355055111821086
149.0, 0.9799837840893034
150.0, 0.34790305824075407
151.0, 0.43215035865448875
152.0, 0.9169742065847108
153.0, 0.6407733333333333
154.0, 0.5290708284568705
155.0, 0.9966335323383083
156.0, 0.5574577262246216
157.0, 1.0
158.0, 0.7476063112164297
159.0, 0.5136706638666618
160.0, 1.0
161.0, 1.0
162.0, 0.7210034460047797
163.0, 0.9997658996111701
164.0, 0.9645557719341095
165.0, 0.3024408011093
166.0, 0.42659473550031873
167.0, 0.4190333819425906
168.0, 0.2324151943913321
169.0, 1.0
170.0, 0.13768333333333338
171.0, 0.4394462773722629
172.0, 0.9953511642229568
173.0, 0.9116517292396232
174.0, 1.0
175.0, 0.9856266804864565
176.0, 1.0
177.0, 0.9894064589950323
178.0, 0.20171304235202703
179.0, 1.0
180.0, 0.21800666666666668
181.0, 1.0
182.0, 0.2534120783824955
183.0, 0.1582146604578966
184.0, 0.2915366666666667
185.0, 0.2915366666666667
186.0, 1.0
187.0, 0.4364756872354644
188.0, 1.0
189.0, 1.0
190.0, 0.21119333333333326
191.0, 1.0
192.0, 0.4772046327683616
193.0, 0.9977726994487468
194.0, 0.9869758734100378
195.0, 0.40967437406937507
196.0, 1.0
197.0, 1.0
198.0, 0.2930433333333333
199.0, 0.8992139054726368
200.0, 1.0
201.0, 1.0
202.0, 0.2930433333333333
203.0, 0.7831793045512824
204.0, 1.0
205.0, 0.9912223845089904
206.0, 0.29005666666666663
207.0, 0.6792051054496372
208.0, 0.2850599999999999
209.0, 0.2190533333333334
210.0, 1.0
211.0, 0.21828999999999996
212.0, 1.0
213.0, 0.3210379131686908
214.0, 0.6894982443991852
215.0, 0.7660162223439952
