Time(Seconds), Inputs 
0.0, 0.2905328869819641 
1.0, 0.34022608399391174 
2.0, 0.36592164635658264 
3.0, 0.3881666958332062 
4.0, 0.4067694842815399 
5.0, 0.4247463643550873 
6.0, 0.44000789523124695 
7.0, 0.4552704691886902 
8.0, 0.46954047679901123 
9.0, 0.4813266694545746 
10.0, 0.49311286211013794 
11.0, 0.5048990845680237 
12.0, 0.5158228874206543 
13.0, 0.5262956619262695 
14.0, 0.5367693901062012 
15.0, 0.5472421646118164 
16.0, 0.5572777986526489 
17.0, 0.5669885277748108 
18.0, 0.5766982436180115 
19.0, 0.5864089727401733 
20.0, 0.595909059047699 
21.0, 0.6043828129768372 
22.0, 0.6128566265106201 
23.0, 0.6213304400444031 
24.0, 0.6298031806945801 
25.0, 0.6372337937355042 
26.0, 0.6416768431663513 
27.0, 0.6493101119995117 
28.0, 0.6569443345069885 
29.0, 0.6645776033401489 
30.0, 0.6722108721733093 
31.0, 0.6798451542854309 
32.0, 0.6865027546882629 
33.0, 0.6931405067443848 
34.0, 0.6997782588005066 
35.0, 0.7064160108566284 
36.0, 0.7130527496337891 
37.0, 0.7196905016899109 
38.0, 0.7262775897979736 
39.0, 0.7328199744224548 
40.0, 0.7393712401390076 
41.0, 0.7459325194358826 
42.0, 0.752494752407074 
43.0, 0.7590569853782654 
44.0, 0.7655993700027466 
45.0, 0.770776629447937 
46.0, 0.7759549021720886 
47.0, 0.781132161617279 
48.0, 0.7863094210624695 
49.0, 0.7914866805076599 
50.0, 0.7966639399528503 
51.0, 0.801842212677002 
52.0, 0.8070194721221924 
53.0, 0.811549961566925 
54.0, 0.8160893321037292 
55.0, 0.8210540413856506 
56.0, 0.8260196447372437 
57.0, 0.8309842944145203 
58.0, 0.8359499573707581 
59.0, 0.8409156203269958 
60.0, 0.8458802700042725 
61.0, 0.8508458733558655 
62.0, 0.8547335267066956 
63.0, 0.8585735559463501 
64.0, 0.8624125123023987 
65.0, 0.8662524819374084 
66.0, 0.8700924515724182 
67.0, 0.8739324808120728 
68.0, 0.8778906464576721 
69.0, 0.882340669631958 
70.0, 0.8867916464805603 
71.0, 0.8912416696548462 
72.0, 0.8953081965446472 
73.0, 0.8988441228866577 
74.0, 0.9023810625076294 
75.0, 0.9059170484542847 
76.0, 0.9094539880752563 
77.0, 0.9129899740219116 
78.0, 0.9165269136428833 
79.0, 0.9200628995895386 
80.0, 0.9235998392105103 
81.0, 0.9271357655525208 
82.0, 0.9306806921958923 
83.0, 0.9343627095222473 
84.0, 0.9380447268486023 
85.0, 0.9407222270965576 
86.0, 0.9433809518814087 
87.0, 0.946039617061615 
88.0, 0.9486982822418213 
89.0, 0.9513559937477112 
90.0, 0.9540146589279175 
91.0, 0.9566733241081238 
92.0, 0.9593319892883301 
93.0, 0.96198970079422 
94.0, 0.9646483659744263 
95.0, 0.9673070311546326 
96.0, 0.9699656963348389 
97.0, 0.9735473394393921 
98.0, 0.9772135019302368 
99.0, 0.9808796048164368 
100.0, 0.1491851864468849 
