Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.5507493019104004
1.0, 1.5507493019104004
2.0, 1.5507493019104004
3.0, 1.5507493019104004
4.0, 1.5507493019104004
5.0, 1.5507493019104004
6.0, 1.5507493019104004
7.0, 1.5507493019104004
8.0, 1.5507493019104004
9.0, 1.5507493019104004
10.0, 1.5507493019104004
11.0, 1.5507493019104004
12.0, 1.5507493019104004
13.0, 1.5507493019104004
14.0, 1.5507493019104004
15.0, 1.5507493019104004
16.0, 1.5507493019104004
17.0, 1.5507493019104004
18.0, 1.5507493019104004
19.0, 1.5507493019104004
20.0, 1.5507493019104004
21.0, 1.5507493019104004
22.0, 1.5507493019104004
23.0, 1.5507493019104004
24.0, 1.5507493019104004
25.0, 1.5507493019104004
26.0, 1.5507493019104004
27.0, 1.5507493019104004
28.0, 1.5507493019104004
29.0, 1.5507493019104004
30.0, 1.5507493019104004
31.0, 1.5507493019104004
32.0, 1.5507493019104004
33.0, 1.5507493019104004
34.0, 1.5507493019104004
35.0, 1.5507493019104004
36.0, 1.5507493019104004
37.0, 1.5507493019104004
38.0, 1.5507493019104004
39.0, 1.5507493019104004
40.0, 1.5507493019104004
41.0, 1.5507493019104004
42.0, 1.5507493019104004
43.0, 1.5507493019104004
44.0, 1.5507493019104004
45.0, 1.5507493019104004
46.0, 1.5507493019104004
47.0, 1.5507493019104004
48.0, 1.5507493019104004
49.0, 1.5507493019104004
50.0, 1.5507493019104004
51.0, 1.5507493019104004
52.0, 1.5507493019104004
53.0, 1.5507493019104004
54.0, 1.5507493019104004
55.0, 1.5507493019104004
56.0, 1.5507493019104004
57.0, 1.5507493019104004
58.0, 1.5507493019104004
59.0, 1.5507493019104004
60.0, 1.5507493019104004
61.0, 1.5507493019104004
62.0, 1.5507493019104004
63.0, 1.5507493019104004
64.0, 1.5507493019104004
65.0, 1.5507493019104004
66.0, 1.5507493019104004
67.0, 1.5507493019104004
68.0, 1.5507493019104004
69.0, 1.5507493019104004
70.0, 1.5507493019104004
71.0, 1.5507493019104004
72.0, 1.5507493019104004
73.0, 1.5507493019104004
74.0, 1.5507493019104004
75.0, 1.5507493019104004
76.0, 1.5507493019104004
77.0, 1.5507493019104004
78.0, 1.5507493019104004
79.0, 1.5507493019104004
80.0, 1.5507493019104004
81.0, 1.5507493019104004
82.0, 1.5507493019104004
83.0, 1.5507493019104004
84.0, 1.5507493019104004
85.0, 1.5507493019104004
86.0, 1.5507493019104004
87.0, 1.5507493019104004
88.0, 1.5507493019104004
89.0, 1.5507493019104004
90.0, 1.5507493019104004
91.0, 1.5507493019104004
92.0, 1.5507493019104004
93.0, 1.5507493019104004
94.0, 1.5507493019104004
95.0, 1.5507493019104004
96.0, 1.5507493019104004
97.0, 1.5507493019104004
98.0, 1.5507493019104004
99.0, 1.5507493019104004
100.0, 1.5507493019104004
