Time(Seconds), Inputs 
0.0, 0.014798572286963463 
1.0, 0.258258193731308 
2.0, 0.30257344245910645 
3.0, 0.3373945355415344 
4.0, 0.3676315248012543 
5.0, 0.3954760730266571 
6.0, 0.4204115867614746 
7.0, 0.4427987337112427 
8.0, 0.46524545550346375 
9.0, 0.48774683475494385 
10.0, 0.5058399438858032 
11.0, 0.5236379504203796 
12.0, 0.5414230823516846 
13.0, 0.5573383569717407 
14.0, 0.5732536911964417 
15.0, 0.5881476402282715 
16.0, 0.6027892231941223 
17.0, 0.6167850494384766 
18.0, 0.6294753551483154 
19.0, 0.641997754573822 
20.0, 0.6545201539993286 
21.0, 0.6643997430801392 
22.0, 0.6746092438697815 
23.0, 0.6848187446594238 
24.0, 0.6950281858444214 
25.0, 0.7046991586685181 
26.0, 0.7118863463401794 
27.0, 0.7195285558700562 
28.0, 0.7271697521209717 
29.0, 0.7348119616508484 
30.0, 0.7424541711807251 
31.0, 0.7486706376075745 
32.0, 0.7548980712890625 
33.0, 0.7611255049705505 
34.0, 0.7673529386520386 
35.0, 0.7735803723335266 
36.0, 0.7793875336647034 
37.0, 0.7848240733146667 
38.0, 0.7900102734565735 
39.0, 0.7945914268493652 
40.0, 0.799172580242157 
41.0, 0.803607702255249 
42.0, 0.8079603314399719 
43.0, 0.8123119473457336 
44.0, 0.8166646361351013 
45.0, 0.821016252040863 
46.0, 0.8261716365814209 
47.0, 0.8314264416694641 
48.0, 0.834277868270874 
49.0, 0.8371282815933228 
50.0, 0.8399786949157715 
51.0, 0.8436060547828674 
52.0, 0.8473536372184753 
53.0, 0.8511012196540833 
54.0, 0.8548488020896912 
55.0, 0.8585963845252991 
56.0, 0.8622038960456848 
57.0, 0.8658113479614258 
58.0, 0.8694178462028503 
59.0, 0.8730253577232361 
60.0, 0.875683069229126 
61.0, 0.8791007995605469 
62.0, 0.8825185298919678 
63.0, 0.8859362602233887 
64.0, 0.8893539905548096 
65.0, 0.8925769925117493 
66.0, 0.8950647711753845 
67.0, 0.8975525498390198 
68.0, 0.900040328502655 
69.0, 0.9025281071662903 
70.0, 0.905705451965332 
71.0, 0.9103362560272217 
72.0, 0.9149670600891113 
73.0, 0.9173117876052856 
74.0, 0.9186530709266663 
75.0, 0.9208874702453613 
76.0, 0.9243191480636597 
77.0, 0.9277507662773132 
78.0, 0.9311814308166504 
79.0, 0.934613049030304 
80.0, 0.9376949667930603 
81.0, 0.9404967427253723 
82.0, 0.9432984590530396 
83.0, 0.9460992217063904 
84.0, 0.9489009380340576 
85.0, 0.9522233009338379 
86.0, 0.9558020234107971 
87.0, 0.9592634439468384 
88.0, 0.9618614912033081 
89.0, 0.9644595980644226 
90.0, 0.9672126173973083 
91.0, 0.970009446144104 
92.0, 0.9728071689605713 
93.0, 0.9756039381027222 
94.0, 0.9784007668495178 
95.0, 0.9811995029449463 
96.0, 0.9839992523193359 
97.0, 0.9867990016937256 
98.0, 0.9895987510681152 
99.0, 0.9923975467681885 
100.0, 0.431284837697316 
