Time(Seconds), StateOfCharge
0.0, 0.3605741454361396
1.0, 0.5333456263465682
2.0, 0.2503784817005723
3.0, 0.9193740085317964
4.0, 0.29203333333333337
5.0, 0.21760999999999994
6.0, 0.5118225493243534
7.0, 0.9976148243083662
8.0, 0.1394666666666667
9.0, 0.6556338650968969
10.0, 0.9474638615548456
11.0, 0.9712021141425995
12.0, 1.0
13.0, 0.06284615038248524
14.0, 0.9659133333333334
15.0, 0.874183246473029
16.0, 0.8205514184108368
17.0, 1.0
18.0, 0.9965606516460558
19.0, 1.0
20.0, 0.9675570992386768
21.0, 1.0
22.0, 0.9982932995974854
23.0, 0.13768333333333338
24.0, 0.832259701126069
25.0, 0.6037557393630529
26.0, 0.6852246977514143
27.0, 0.2064166666666667
28.0, 0.976284028060463
29.0, 0.13032666666666662
30.0, 0.0795921731872933
31.0, 0.06282221571849883
32.0, 0.9987338943054967
33.0, 1.0
34.0, 0.7709670399869961
35.0, 1.0
36.0, 0.29005666666666663
37.0, 0.9785224469645678
38.0, 0.13032666666666662
39.0, 0.988147465027554
40.0, 0.2190533333333334
41.0, 0.7624800532357849
42.0, 1.0
43.0, 1.0
44.0, 1.0
45.0, 0.999226571975381
46.0, 0.9208889361341691
47.0, 0.908420915790842
48.0, 0.6645033333333333
49.0, 0.9067298087954111
50.0, 0.2625834526042417
51.0, 0.9872722244619848
52.0, 0.4993937493499742
53.0, 0.21800666666666668
54.0, 1.0
55.0, 0.5703933333333333
56.0, 0.5965
57.0, 0.7380811993719488
58.0, 0.13737666666666662
59.0, 0.5876833333333333
60.0, 0.07915654215230016
61.0, 0.9857350847457628
62.0, 1.0
63.0, 0.9221794556350925
64.0, 0.7160759414806407
65.0, 0.6017030471169713
66.0, 0.2029384216206879
67.0, 0.9340346575342466
68.0, 0.28796
69.0, 0.8941282404057218
70.0, 0.7477101152256617
71.0, 0.44365058099788407
72.0, 0.2932650735700852
73.0, 0.13032666666666662
74.0, 0.7465077372654155
75.0, 0.6606784982784822
76.0, 1.0
77.0, 0.4303186943560539
78.0, 0.6834463916857038
79.0, 0.48050960648468877
80.0, 1.0
81.0, 0.993435799086758
82.0, 0.21119333333333326
83.0, 0.2064166666666667
84.0, 0.9380700000000001
85.0, 1.0
86.0, 1.0
87.0, 0.7354866666666666
88.0, 0.9993936995412221
89.0, 0.39176781636456043
90.0, 1.0
91.0, 1.0
92.0, 0.8904618021028609
93.0, 1.0
94.0, 0.23611315478587733
95.0, 0.9159757349251024
96.0, 0.9391487665146414
97.0, 1.0
98.0, 0.9946685855588525
99.0, 0.6825687714931084
100.0, 0.2971333333333333
101.0, 1.0
102.0, 0.6828989356013461
103.0, 0.2930433333333333
104.0, 0.78860093954343
105.0, 0.4857182284830051
106.0, 1.0
107.0, 1.0
108.0, 0.5452499847491499
109.0, 0.2064166666666667
110.0, 0.20970000000000008
111.0, 0.9965912603042878
112.0, 0.44559548694454
113.0, 0.13768333333333338
114.0, 0.21828999999999996
115.0, 0.1911717151089757
116.0, 0.6528563321712652
117.0, 0.7276433333333333
118.0, 0.656970134265855
119.0, 0.7542026315789473
120.0, 0.13923333333333332
121.0, 0.521763854870004
122.0, 1.0
123.0, 0.3315269376782078
124.0, 0.9060732492811324
125.0, 1.0
126.0, 0.3212326935246828
127.0, 0.3450089929891651
128.0, 1.0
129.0, 0.8354116422504257
130.0, 0.13895000000000005
131.0, 0.9807707176188675
132.0, 0.7240000000000001
133.0, 0.7857062292734747
134.0, 0.0708993567867247
135.0, 0.17948333333333336
136.0, 0.29203333333333337
137.0, 0.851206673385413
138.0, 0.281304935973794
139.0, 0.2569414782763434
140.0, 1.0
141.0, 1.0
142.0, 0.9997481654213537
143.0, 0.8736766666666668
144.0, 0.9883783785803236
145.0, 0.751322132639792
146.0, 0.988853554035345
147.0, 1.0
148.0, 0.9871744570884611
149.0, 0.21800666666666668
150.0, 0.21828999999999996
151.0, 1.0
152.0, 0.1394666666666667
153.0, 1.0
154.0, 0.6986844337952768
155.0, 0.9523356950038253
156.0, 1.0
157.0, 0.29322333333333334
158.0, 1.0
159.0, 1.0
160.0, 0.4889833333333333
161.0, 0.6588162396430848
162.0, 0.9735803652968037
163.0, 0.28545
164.0, 0.13768333333333338
165.0, 0.21812885766467136
166.0, 0.28618999999999994
167.0, 0.9852769968771214
168.0, 0.4374962738125476
169.0, 0.9097544272465621
170.0, 0.9989805263696264
171.0, 0.429473204501358
172.0, 0.38492400532711835
173.0, 0.21303333333333332
174.0, 0.32798156582657834
175.0, 0.1394666666666667
176.0, 0.7210884740556248
177.0, 0.49502000298856214
178.0, 0.5122
179.0, 0.9335594038602492
180.0, 0.8736766666666668
181.0, 0.21887999999999996
182.0, 0.3525653980099501
183.0, 0.9026002403676213
184.0, 0.39929049191431726
185.0, 0.997958811761054
186.0, 0.1394666666666667
187.0, 0.4668987593794612
188.0, 1.0
189.0, 0.11335081416053891
190.0, 0.5300732872640807
191.0, 0.20654094470233744
192.0, 0.28796
193.0, 0.9471309220218441
194.0, 1.0
195.0, 1.0
196.0, 0.13923333333333332
197.0, 0.3883713538528007
198.0, 1.0
199.0, 0.28796
200.0, 1.0
201.0, 0.6438454206684595
202.0, 0.9566988533739219
203.0, 1.0
204.0, 0.9514541424309596
205.0, 0.6235089905924232
206.0, 0.07904922690494331
207.0, 0.965334380769436
208.0, 0.9222388485223528
209.0, 0.9051828118119415
210.0, 0.7966675299291475
211.0, 0.21828999999999996
212.0, 0.06282221571849883
213.0, 0.9703321388957868
214.0, 0.9567188742656179
215.0, 0.9991290618040978
216.0, 0.9942537349597543
217.0, 0.28963053789527277
218.0, 0.13923333333333332
219.0, 1.0
220.0, 1.0
221.0, 0.8796202627494143
222.0, 0.07915654215230016
223.0, 0.28863666666666665
224.0, 0.13737666666666662
225.0, 0.7821778357030015
226.0, 1.0
227.0, 0.9940904399185336
228.0, 0.13895000000000005
229.0, 0.21141333333333337
230.0, 0.7585498701333986
231.0, 0.57531
232.0, 0.5282277693236714
233.0, 0.663079447430985
234.0, 0.9749764004979099
235.0, 0.8725714388813713
236.0, 0.2850599999999999
237.0, 0.06282221571849883
238.0, 0.22587811232449295
239.0, 0.4290080408004422
240.0, 0.29203333333333337
241.0, 0.3398101775933609
242.0, 0.2915366666666667
243.0, 0.8780935436544578
244.0, 0.22408666666666668
245.0, 0.17948333333333336
246.0, 0.8942275103102227
247.0, 1.0
248.0, 0.9468185383666228
249.0, 0.8736766666666668
250.0, 1.0
251.0, 0.0795921731872933
252.0, 0.4465144657452816
253.0, 0.2725866666666666
254.0, 1.0
255.0, 0.6931396481732071
256.0, 0.14726000000000003
257.0, 0.28863666666666665
258.0, 0.9921448179819204
259.0, 1.0
260.0, 1.0
261.0, 0.5930400184672208
262.0, 0.9047721194953061
263.0, 1.0
264.0, 0.5194290767063646
265.0, 0.7848729767678168
266.0, 0.3832617853312076
267.0, 0.2850599999999999
268.0, 1.0
269.0, 0.2930433333333333
270.0, 0.13768333333333338
271.0, 0.1394666666666667
