Time(Seconds), Inputs 
0.0, 0.20653024315834045 
1.0, 0.2738237679004669 
2.0, 0.3132210373878479 
3.0, 0.34622201323509216 
4.0, 0.37473422288894653 
5.0, 0.3983980417251587 
6.0, 0.42179059982299805 
7.0, 0.4420466125011444 
8.0, 0.4622907042503357 
9.0, 0.48058849573135376 
10.0, 0.499024361371994 
11.0, 0.5176172256469727 
12.0, 0.5335583090782166 
13.0, 0.549498438835144 
14.0, 0.5638350248336792 
15.0, 0.577681839466095 
16.0, 0.5909880995750427 
17.0, 0.6036843657493591 
18.0, 0.6162614226341248 
19.0, 0.6288384795188904 
20.0, 0.6410965919494629 
21.0, 0.6521585583686829 
22.0, 0.662839949131012 
23.0, 0.6735084056854248 
24.0, 0.6832618713378906 
25.0, 0.6902493238449097 
26.0, 0.6972367763519287 
27.0, 0.7057523131370544 
28.0, 0.7164953351020813 
29.0, 0.7263580560684204 
30.0, 0.7338939309120178 
31.0, 0.7414308190345764 
32.0, 0.7489667534828186 
33.0, 0.7557753920555115 
34.0, 0.7624349594116211 
35.0, 0.7689028382301331 
36.0, 0.7749375104904175 
37.0, 0.7809721827507019 
38.0, 0.7868379354476929 
39.0, 0.7922437191009521 
40.0, 0.797648549079895 
41.0, 0.8030542731285095 
42.0, 0.8084600567817688 
43.0, 0.812022864818573 
44.0, 0.8159909844398499 
45.0, 0.8203754425048828 
46.0, 0.8247588872909546 
47.0, 0.8291432857513428 
48.0, 0.8335277438163757 
49.0, 0.8379767537117004 
50.0, 0.8428350687026978 
51.0, 0.8476924300193787 
52.0, 0.8525508046150208 
53.0, 0.8544514179229736 
54.0, 0.8563311696052551 
55.0, 0.8594527840614319 
56.0, 0.8635689616203308 
57.0, 0.8676861524581909 
58.0, 0.8718023300170898 
59.0, 0.87591952085495 
60.0, 0.8800356984138489 
61.0, 0.8837326169013977 
62.0, 0.8874245285987854 
63.0, 0.8911174535751343 
64.0, 0.8948094248771667 
65.0, 0.8962708711624146 
66.0, 0.8981894254684448 
67.0, 0.9011908173561096 
68.0, 0.9041922688484192 
69.0, 0.9071937203407288 
70.0, 0.9101951718330383 
71.0, 0.9131956100463867 
72.0, 0.9162099957466125 
73.0, 0.9192273020744324 
74.0, 0.9222436547279358 
75.0, 0.9252610206604004 
76.0, 0.9282773733139038 
77.0, 0.9316662549972534 
78.0, 0.9360566735267639 
79.0, 0.9393849968910217 
80.0, 0.9417763948440552 
81.0, 0.9441677927970886 
82.0, 0.9465582370758057 
83.0, 0.9493867754936218 
84.0, 0.9524041414260864 
85.0, 0.9554204940795898 
86.0, 0.9584378004074097 
87.0, 0.9614541530609131 
88.0, 0.9643999934196472 
89.0, 0.9668698906898499 
90.0, 0.9693408012390137 
91.0, 0.9718106985092163 
92.0, 0.974280595779419 
93.0, 0.9767504930496216 
94.0, 0.9801414012908936 
95.0, 0.9824384450912476 
96.0, 0.9843400120735168 
97.0, 0.9862406849861145 
98.0, 0.9881422519683838 
99.0, 0.9900438785552979 
100.0, 0.37846141399001015 
