Time(Seconds), StateOfCharge
0.0, 1.0
1.0, 0.9943242668760925
2.0, 0.9267338916634653
3.0, 0.2064166666666667
4.0, 0.1736165731273246
5.0, 1.0
6.0, 0.29203333333333337
7.0, 0.9413458163207918
8.0, 0.36273685675607065
9.0, 1.0
10.0, 0.5297768449468533
11.0, 0.6456798306663281
12.0, 1.0
13.0, 0.968310316896831
14.0, 0.7712730317910683
15.0, 0.21678888074128388
16.0, 0.16461494358686052
17.0, 0.20970000000000008
18.0, 0.21887999999999996
19.0, 0.2915366666666667
20.0, 0.21119333333333326
21.0, 0.7366445251752709
22.0, 0.21828999999999996
23.0, 0.7924201909626111
24.0, 0.28705023377010114
25.0, 0.17345333333333338
26.0, 1.0
27.0, 0.17345333333333338
28.0, 0.28545
29.0, 0.5486252801086219
30.0, 0.13768333333333338
31.0, 0.28618999999999994
32.0, 0.887263732674081
33.0, 0.5015514073482428
34.0, 0.5377566666666667
35.0, 0.9854128980099501
36.0, 0.7972800888588942
37.0, 1.0
38.0, 0.13737666666666662
39.0, 1.0
40.0, 1.0
41.0, 0.9251816461391371
42.0, 0.3188413941548183
43.0, 1.0
44.0, 0.6441718025751073
45.0, 1.0
46.0, 0.8713837288135594
47.0, 0.9652996534890939
48.0, 0.8693021032166843
49.0, 1.0
50.0, 0.7926167806362381
51.0, 1.0
52.0, 0.06284615038248524
53.0, 0.4971370361765682
54.0, 0.8133224599291378
55.0, 0.6836651425120772
56.0, 0.6644777440881331
57.0, 0.2190533333333334
58.0, 0.6502546731839783
59.0, 0.21141333333333337
60.0, 0.13032666666666662
61.0, 0.8688438404989975
62.0, 0.13737666666666662
63.0, 0.24122048362722157
64.0, 0.3889147838571983
65.0, 0.7532985143042913
66.0, 0.16541475974614675
67.0, 0.21306049252676623
68.0, 1.0
69.0, 0.9222592221920637
70.0, 0.9989201308020453
71.0, 0.9820487056662427
72.0, 1.0
73.0, 0.2900370996290037
74.0, 0.537871056274941
75.0, 0.9457546829158203
76.0, 0.40243333333333337
77.0, 0.3386555599740531
78.0, 0.35393055372110765
79.0, 0.2725866666666666
80.0, 0.6662808070689795
81.0, 1.0
82.0, 0.1394666666666667
83.0, 1.0
84.0, 0.8619915071676413
85.0, 0.6766336806562827
86.0, 0.13768333333333338
87.0, 1.0
88.0, 0.8623974457198175
89.0, 1.0
90.0, 0.960739596715691
91.0, 0.07798865087173534
92.0, 0.5808017827529021
93.0, 0.5840566666666667
94.0, 0.3850140186612002
95.0, 0.9717060595453416
96.0, 0.9176540137049374
97.0, 0.28755869802087886
98.0, 0.7814599505752337
99.0, 0.41606291760144015
100.0, 0.9633381979109719
101.0, 0.6019208981548408
102.0, 0.614087922423839
103.0, 0.5411884048640915
104.0, 0.6521702117436274
105.0, 0.21705384790011348
106.0, 0.9639084748287162
107.0, 0.13768333333333338
108.0, 0.8463378335822489
109.0, 0.9568976664764856
110.0, 0.28545
111.0, 0.3963784294305023
112.0, 1.0
113.0, 0.2971333333333333
114.0, 0.9723837737873398
115.0, 0.3397677800173199
116.0, 0.1394666666666667
117.0, 0.2064166666666667
118.0, 0.21800666666666668
119.0, 1.0
120.0, 1.0
121.0, 1.0
122.0, 0.9976050532520663
123.0, 0.17948333333333336
124.0, 0.13768333333333338
125.0, 0.34369538036410924
126.0, 0.7943137288135594
127.0, 0.9989569335245486
128.0, 1.0
129.0, 0.2150422638727202
130.0, 1.0
131.0, 0.2725866666666666
132.0, 0.185716644078735
133.0, 0.9437661718940936
134.0, 1.0
135.0, 0.2930433333333333
136.0, 1.0
137.0, 0.6897689572436697
138.0, 0.75212
139.0, 0.1105452653296341
140.0, 0.3459619564568233
141.0, 0.9259066666666667
142.0, 0.6874467000570078
143.0, 0.14726333333333338
144.0, 1.0
145.0, 0.9677070972387036
146.0, 0.07915654215230016
147.0, 0.6958962353887644
148.0, 1.0
149.0, 0.7818977854570524
150.0, 0.37137442194933046
151.0, 0.4393793436776054
152.0, 1.0
153.0, 0.2190533333333334
154.0, 0.41599863129988446
155.0, 0.4431290967985308
156.0, 0.28863666666666665
157.0, 0.6092706686212233
158.0, 0.48499627545668716
159.0, 0.68112551518062
160.0, 0.5148685096618358
161.0, 1.0
162.0, 0.9891185290527919
163.0, 0.4627405593265934
164.0, 0.46608185313121886
165.0, 0.7417133333333333
166.0, 0.9464646342138017
167.0, 0.8736766666666668
168.0, 0.2687412989382879
169.0, 0.21887999999999996
170.0, 0.6384781687413555
171.0, 0.759563132519938
172.0, 0.6681748461205027
173.0, 0.17948333333333336
174.0, 1.0
175.0, 0.44046226204404615
176.0, 0.9968396085909198
177.0, 0.9985030889623414
178.0, 0.9837233333333333
179.0, 1.0
180.0, 0.21760999999999994
181.0, 0.21141333333333337
182.0, 0.28618999999999994
183.0, 0.58887
184.0, 0.6631517285916616
185.0, 0.0708993567867247
186.0, 0.6925267729468599
187.0, 0.9121277733798991
188.0, 1.0
189.0, 0.7955960497619631
190.0, 0.14732980834137593
191.0, 0.3505283083566167
192.0, 0.13768333333333338
193.0, 0.8922503026863412
194.0, 1.0
195.0, 0.29168709799470305
196.0, 0.4017355084897229
197.0, 0.851854288086343
198.0, 0.7020837289073305
199.0, 0.21800666666666668
200.0, 0.9430351076714188
201.0, 0.7062532830045909
202.0, 0.29714270476393645
203.0, 0.9540856544045719
204.0, 0.9944257963130855
205.0, 1.0
206.0, 0.5464266666666667
207.0, 0.97039
208.0, 0.8241166666666667
209.0, 0.4697513188174564
210.0, 0.28618999999999994
211.0, 0.13895000000000005
212.0, 0.3115197557144988
213.0, 0.07964144668200356
214.0, 0.696644716081491
215.0, 1.0
216.0, 0.13768333333333338
217.0, 0.44317565343659243
218.0, 0.28863666666666665
219.0, 0.9681266666666667
220.0, 0.7967292673890966
221.0, 0.7199980182849401
222.0, 0.1642580082324627
223.0, 0.9586258026330347
224.0, 0.28545
225.0, 1.0
