Time(Seconds), StateOfCharge
0.0, 0.9595879491346387
1.0, 0.21303333333333332
2.0, 0.9915428789560502
3.0, 0.5783381704599938
4.0, 0.8793792699275361
5.0, 0.9958305649717515
6.0, 0.1467692897143112
7.0, 0.2725866666666666
8.0, 0.2850599999999999
9.0, 0.35633810622680867
10.0, 0.21887999999999996
11.0, 0.9946129697522671
12.0, 0.4886998321037193
13.0, 0.13768333333333338
14.0, 0.4914075272007912
15.0, 0.3648644575400423
16.0, 0.6669885068510694
17.0, 1.0
18.0, 1.0
19.0, 1.0
20.0, 1.0
21.0, 0.7851596691879675
22.0, 1.0
23.0, 0.24532874543644204
24.0, 1.0
25.0, 0.46065842208080787
26.0, 0.493142433389983
27.0, 0.2064166666666667
28.0, 0.38628705562182236
29.0, 0.9079755516941145
30.0, 0.07904922690494331
31.0, 1.0
32.0, 0.9581833333333334
33.0, 0.8891310278192615
34.0, 1.0
35.0, 0.725264982540813
36.0, 0.2930433333333333
37.0, 1.0
38.0, 0.8890157627118646
39.0, 1.0
40.0, 0.47102029127656403
41.0, 0.2190533333333334
42.0, 0.13737666666666662
43.0, 1.0
44.0, 0.9750748358556461
45.0, 0.5965005701782505
46.0, 0.07904922690494331
47.0, 0.07904922690494331
48.0, 0.9024154669796289
49.0, 0.9990471281167036
50.0, 0.7308949763093867
51.0, 0.774222604283961
52.0, 0.800940726962204
53.0, 0.8521739131166881
54.0, 0.9934406856192007
55.0, 0.8736766666666668
56.0, 0.28796
57.0, 0.5229945332881586
58.0, 0.9314065046392467
59.0, 0.2971333333333333
60.0, 0.9964156063936606
61.0, 0.38631815041937856
62.0, 0.9780388875712914
63.0, 0.7198862759900364
64.0, 0.9856520854874707
65.0, 0.28863666666666665
66.0, 0.28796
67.0, 1.0
68.0, 1.0
69.0, 0.5475924082021936
70.0, 0.21229692023463112
71.0, 0.615370826147642
72.0, 0.07904922690494331
73.0, 0.4716852209852676
74.0, 0.13895000000000005
75.0, 0.4639705552345295
76.0, 0.20970000000000008
