Time(Seconds), Inputs 
0.0, 0.19105707108974457 
1.0, 0.2603873014450073 
2.0, 0.30165740847587585 
3.0, 0.33440104126930237 
4.0, 0.36396241188049316 
5.0, 0.3905481994152069 
6.0, 0.4149203896522522 
7.0, 0.4365673363208771 
8.0, 0.45770856738090515 
9.0, 0.4775373637676239 
10.0, 0.4964471459388733 
11.0, 0.5133798122406006 
12.0, 0.5303114652633667 
13.0, 0.5471805930137634 
14.0, 0.5639950037002563 
15.0, 0.5799510478973389 
16.0, 0.5932126045227051 
17.0, 0.6064742207527161 
18.0, 0.6196125745773315 
19.0, 0.6289547085762024 
20.0, 0.6419609785079956 
21.0, 0.6549682021141052 
22.0, 0.6664474010467529 
23.0, 0.6761810183525085 
24.0, 0.6859145760536194 
25.0, 0.6953620314598083 
26.0, 0.704687237739563 
27.0, 0.7123513221740723 
28.0, 0.720016360282898 
29.0, 0.7276813983917236 
30.0, 0.7354229688644409 
31.0, 0.7432519793510437 
32.0, 0.7502434253692627 
33.0, 0.7564817667007446 
34.0, 0.7627201080322266 
35.0, 0.7689624428749084 
36.0, 0.7752335667610168 
37.0, 0.7815046906471252 
38.0, 0.7877768278121948 
39.0, 0.7922964096069336 
40.0, 0.7961572408676147 
41.0, 0.8005496263504028 
42.0, 0.8051099181175232 
43.0, 0.8096702098846436 
44.0, 0.8142294883728027 
45.0, 0.8187897801399231 
46.0, 0.8242343068122864 
47.0, 0.8308501839637756 
48.0, 0.8346861600875854 
49.0, 0.837928056716919 
50.0, 0.8411689400672913 
51.0, 0.8444664478302002 
52.0, 0.8484634160995483 
53.0, 0.8524603843688965 
54.0, 0.8564573526382446 
55.0, 0.860454261302948 
56.0, 0.8644512295722961 
57.0, 0.8687750697135925 
58.0, 0.8732061982154846 
59.0, 0.8758330941200256 
60.0, 0.8776790499687195 
61.0, 0.8795250058174133 
62.0, 0.8821191191673279 
63.0, 0.8858041167259216 
64.0, 0.8894891142845154 
65.0, 0.8931740522384644 
66.0, 0.8968600630760193 
67.0, 0.9005231857299805 
68.0, 0.9037630558013916 
69.0, 0.9070029854774475 
70.0, 0.9102428555488586 
71.0, 0.9134827256202698 
72.0, 0.9167226552963257 
73.0, 0.9190961718559265 
74.0, 0.9219416379928589 
75.0, 0.9247871041297913 
76.0, 0.9276315569877625 
77.0, 0.9304770231246948 
78.0, 0.9334287643432617 
79.0, 0.9365613460540771 
80.0, 0.9396929740905762 
81.0, 0.9428255558013916 
82.0, 0.9459571242332458 
83.0, 0.9490986466407776 
84.0, 0.9524856209754944 
85.0, 0.9558725357055664 
86.0, 0.959258496761322 
87.0, 0.9608391523361206 
88.0, 0.9622151851654053 
89.0, 0.9648053050041199 
90.0, 0.9679339528083801 
91.0, 0.9710625410079956 
92.0, 0.9741921424865723 
93.0, 0.9773207902908325 
94.0, 0.9802467226982117 
95.0, 0.982801079750061 
96.0, 0.9853544235229492 
97.0, 0.9879087805747986 
98.0, 0.990463137626648 
99.0, 0.9930164813995361 
100.0, 0.394512836453911 
